id,category,topic,age_min_months,age_max_months,title,content,tips,avoid,keywords,questions,medical_disclaimer,source_id,source_section
KB0072,Kết nối,Hàn gắn sau khi người lớn mất bình tĩnh,0,59,Chủ động sửa chữa mối quan hệ,"Khi người lớn phản ứng quá gay gắt, việc thừa nhận, xin lỗi phù hợp và kết nối lại giúp giảm giận dữ tích tụ.","[""Bình tĩnh trước khi nói chuyện."", ""Nói ngắn gọn điều người lớn đã làm chưa phù hợp."", ""Nêu cách sẽ xử lý khác lần sau."", ""Dành thời gian tích cực với trẻ.""]",[],"[""hàn gắn sau khi người lớn mất bình tĩnh"", ""nuôi dạy tích cực"", ""hành vi trẻ""]","[""Chủ động sửa chữa mối quan hệ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC02,Hàn gắn sau khi người lớn mất bình tĩnh
KB0073,Sức khỏe tinh thần người chăm sóc,Tạm dừng khi căng thẳng,0,59,Dừng lại trước khi phản ứng,Một khoảng dừng ngắn và vài hơi thở sâu giúp người chăm sóc nhận biết cảm xúc và phản ứng bình tĩnh hơn.,"[""Lùi lại khỏi tình huống nếu trẻ đang an toàn."", ""Thở chậm và gọi tên cảm xúc của mình."", ""Quay lại với hướng dẫn ngắn, tích cực.""]",[],"[""tạm dừng khi căng thẳng"", ""nuôi dạy tích cực"", ""hành vi trẻ""]","[""Dừng lại trước khi phản ứng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC02,Tạm dừng khi căng thẳng
KB0074,Sức khỏe tinh thần người chăm sóc,Chăm sóc bản thân,0,59,Duy trì hoạt động chăm sóc bản thân,"Nghỉ ngơi, vận động, thư giãn và kết nối hỗ trợ giúp người chăm sóc duy trì khả năng chăm trẻ.","[""Tập vận động nhẹ buổi sáng nếu phù hợp."", ""Thư giãn cơ thể trước khi ngủ."", ""Làm một việc nhỏ mang lại cảm giác dễ chịu."", ""Giữ liên lạc với người hỗ trợ đáng tin cậy.""]",[],"[""chăm sóc bản thân"", ""nuôi dạy tích cực"", ""hành vi trẻ""]","[""Duy trì hoạt động chăm sóc bản thân như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC02,Chăm sóc bản thân
KB0075,Nuôi dưỡng,Dấu hiệu đói và no,0,6,Cho bú theo tín hiệu của trẻ,Khóc thường là dấu hiệu đói muộn. Nên cho bú khi thấy tín hiệu sớm và dừng khi trẻ biểu thị đã no.,"[""Tín hiệu đói có thể gồm quay đầu tìm, đưa tay lên miệng, mút hoặc chép môi."", ""Tín hiệu no có thể gồm nhả vú hoặc núm bình, ngậm miệng, quay đầu hoặc thư giãn.""]",[],"[""dấu hiệu đói và no"", ""chăm sóc trẻ 0-2 tuổi"", ""nuôi dưỡng""]","[""Cho bú theo tín hiệu của trẻ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Dấu hiệu đói và no
KB0076,Nuôi dưỡng,Tư thế bú mẹ,0,24,Tạo tư thế bú thoải mái và ngậm bắt vú tốt,Tư thế và ngậm bắt vú phù hợp giúp trẻ bú hiệu quả và giảm đau cho mẹ.,"[""Ngồi hoặc nằm ở tư thế có nâng đỡ."", ""Đưa trẻ sát người, đầu và thân thẳng."", ""Nhờ nữ hộ sinh, điều dưỡng hoặc chuyên gia hỗ trợ khi đau hoặc trẻ bú không hiệu quả.""]",[],"[""tư thế bú mẹ"", ""chăm sóc trẻ 0-2 tuổi"", ""nuôi dưỡng""]","[""Tạo tư thế bú thoải mái và ngậm bắt vú tốt như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Tư thế bú mẹ
KB0077,Nuôi dưỡng,Duy trì nguồn sữa,0,24,Cho bú thường xuyên theo nhu cầu,Nguồn sữa được hỗ trợ khi trẻ bú hiệu quả và thường xuyên; kiểu bú có thể thay đổi theo thời điểm trong ngày.,"[""Cho trẻ bú theo tín hiệu thay vì chờ lịch cứng."", ""Cho bú ban đêm có thể góp phần duy trì nguồn sữa."", ""Theo dõi tã ướt, tăng trưởng và tình trạng tỉnh táo của trẻ.""]",[],"[""duy trì nguồn sữa"", ""chăm sóc trẻ 0-2 tuổi"", ""nuôi dưỡng""]","[""Cho bú thường xuyên theo nhu cầu như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Duy trì nguồn sữa
KB0078,Nuôi dưỡng,Sữa công thức,0,12,Pha sữa công thức đúng hướng dẫn,"Sữa công thức cần được pha đúng tỷ lệ, bằng dụng cụ sạch và theo chỉ dẫn của nhà sản xuất hoặc nhân viên y tế.","[""Rửa tay và làm sạch bề mặt trước khi pha."", ""Đong nước trước rồi thêm đúng số muỗng bột."", ""Pha từng cữ khi có thể và bỏ phần sữa thừa sau cữ.""]","[""Không thêm nhiều hoặc ít bột hơn hướng dẫn."", ""Không cho thêm ngũ cốc, đường hoặc chất khác vào bình.""]","[""sữa công thức"", ""chăm sóc trẻ 0-2 tuổi"", ""nuôi dưỡng""]","[""Pha sữa công thức đúng hướng dẫn như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Sữa công thức
KB0079,Dinh dưỡng,Thời điểm ăn bổ sung,6,12,Bắt đầu ăn bổ sung quanh 6 tháng khi trẻ sẵn sàng,Đa số trẻ bắt đầu thức ăn bổ sung quanh 6 tháng khi đồng thời có các dấu hiệu sẵn sàng. Không khuyến nghị bắt đầu trước 4 tháng; không dùng một mốc 17 tuần như quy tắc phổ quát.,"[""Dấu hiệu sẵn sàng gồm giữ đầu ổn định, ngồi có hỗ trợ, phối hợp mắt–tay–miệng và nuốt thức ăn thay vì đẩy ra."", ""Sữa mẹ hoặc sữa công thức vẫn tiếp tục trong quá trình ăn bổ sung.""]",[],"[""thời điểm ăn bổ sung"", ""chăm sóc trẻ 0-2 tuổi"", ""dinh dưỡng""]","[""Bắt đầu ăn bổ sung khoảng 6 tháng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Thời điểm ăn bổ sung | Đối chiếu hướng dẫn hiện hành 2026
KB0080,Dinh dưỡng,Tăng kết cấu thức ăn,6,12,Tăng dần độ thô theo khả năng,"Bắt đầu với kết cấu phù hợp rồi tăng dần từ mịn sang nghiền, lợn cợn và băm nhỏ để trẻ học nhai và xử lý thức ăn.","[""Cho trẻ thời gian làm quen."", ""Ngồi thẳng và luôn giám sát khi ăn."", ""Giới thiệu nhiều vị và kết cấu.""]","[""Không kéo dài thức ăn xay mịn khi trẻ đã có khả năng tiến tới kết cấu thô hơn.""]","[""tăng kết cấu thức ăn"", ""chăm sóc trẻ 0-2 tuổi"", ""dinh dưỡng""]","[""Tăng dần độ thô theo khả năng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Tăng kết cấu thức ăn
KB0081,Dinh dưỡng,Thực phẩm đa dạng,6,24,Cung cấp nhiều nhóm thực phẩm,"Khẩu phần nên gồm nguồn tinh bột, rau quả, thực phẩm giàu đạm và thực phẩm giàu canxi phù hợp lứa tuổi.","[""Ưu tiên thực phẩm giàu sắt như thịt, cá, trứng, đậu và thực phẩm tăng cường sắt."", ""Cho rau quả đa dạng màu sắc."", ""Kết hợp món gia đình nhưng điều chỉnh kết cấu và không thêm nhiều muối, đường.""]",[],"[""thực phẩm đa dạng"", ""chăm sóc trẻ 0-2 tuổi"", ""dinh dưỡng""]","[""Cung cấp nhiều nhóm thực phẩm như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Thực phẩm đa dạng
KB0082,Dinh dưỡng,Đồ uống,6,24,Ưu tiên nước và sữa phù hợp,Nước và sữa phù hợp tuổi là đồ uống chính; đồ uống có đường và nước ngọt không cần thiết.,"[""Cho tập uống bằng cốc từ giai đoạn ăn bổ sung."", ""Dùng nước trong bữa ăn khi cần.""]","[""Không cho đồ uống có ga hoặc đồ uống ngọt thường xuyên."", ""Không để trẻ ngậm bình đồ uống ngọt khi ngủ.""]","[""đồ uống"", ""chăm sóc trẻ 0-2 tuổi"", ""dinh dưỡng""]","[""Ưu tiên nước và sữa phù hợp như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Đồ uống
KB0083,An toàn ăn uống,Ọe và hóc,6,24,Ọe thường có âm thanh; hóc nghẹn có thể im lặng,Ọe là phản xạ bảo vệ thường có âm thanh và trẻ vẫn thở; hóc nghẹn có thể khiến trẻ không ho hoặc phát âm được và cần xử trí ngay.,"[""Học sơ cứu hóc nghẹn phù hợp lứa tuổi."", ""Cho trẻ ngồi thẳng và giám sát liên tục."", ""Cắt, nấu và chuẩn bị thức ăn theo kích thước an toàn.""]","[""Không cho trẻ ăn khi đang chạy, nằm hoặc không có người lớn bên cạnh.""]","[""ọe và hóc"", ""chăm sóc trẻ 0-2 tuổi"", ""an toàn ăn uống""]","[""Phân biệt phản xạ ọe với hóc nghẹn như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Ọe và hóc
KB0084,An toàn ăn uống,Ghế ăn,6,24,Dùng ghế ăn có dây đai an toàn,Ghế ăn cần vững chắc và có dây đai phù hợp để giảm nguy cơ ngã.,"[""Cài dây mỗi lần sử dụng."", ""Đặt ghế xa bếp, bàn hoặc vật trẻ có thể đẩy chân.""]","[""Không để trẻ một mình trên ghế ăn.""]","[""ghế ăn"", ""chăm sóc trẻ 0-2 tuổi"", ""an toàn ăn uống""]","[""Dùng ghế ăn có dây đai an toàn như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Ghế ăn
KB0085,Giấc ngủ,Tư thế ngủ an toàn,0,12,Luôn đặt trẻ nằm ngửa trên bề mặt ngủ phẳng và chắc,"Đặt trẻ nằm ngửa cho mọi giấc ngủ trên bề mặt phẳng, chắc và riêng biệt, chỉ phủ ga vừa khít. Giữ mặt và đầu hoàn toàn không bị che.","[""Khi cần giữ ấm, ưu tiên quần áo ngủ hoặc túi ngủ mặc được có kích thước phù hợp."", ""Đưa trẻ đang ngủ từ ghế ô tô, ghế rung hoặc địu sang bề mặt ngủ an toàn sớm nhất có thể.""]","[""Không để chăn rời, gối, đệm chắn, đồ chơi mềm hoặc vật lỏng trong khu vực ngủ."", ""Không dùng mẹo đặt chân sát cuối nôi để biện minh cho việc dùng chăn rời.""]","[""tư thế ngủ an toàn"", ""chăm sóc trẻ 0-2 tuổi"", ""giấc ngủ""]","[""Luôn đặt trẻ nằm ngửa khi ngủ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Tư thế ngủ an toàn | Đối chiếu hướng dẫn hiện hành 2026
KB0086,Giấc ngủ,Nếp ngủ sơ sinh,0,6,Phân biệt ngày và đêm một cách nhẹ nhàng,Giấc ngủ trẻ sơ sinh phân tán và trẻ thường thức để bú; có thể hỗ trợ dần bằng tín hiệu khác nhau giữa ngày và đêm.,"[""Ban ngày cho ánh sáng và sinh hoạt bình thường."", ""Ban đêm giữ ánh sáng thấp, giọng nói nhỏ và tương tác tối thiểu sau khi đáp ứng nhu cầu."", ""Không kỳ vọng trẻ sơ sinh ngủ xuyên đêm.""]",[],"[""nếp ngủ sơ sinh"", ""chăm sóc trẻ 0-2 tuổi"", ""giấc ngủ""]","[""Phân biệt ngày và đêm một cách nhẹ nhàng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Nếp ngủ sơ sinh
KB0087,Giấc ngủ,Trình tự đi ngủ,6,24,Tạo trình tự yên tĩnh trước giờ ngủ,Trình tự lặp lại và nhất quán giúp trẻ liên kết các hoạt động với giờ ngủ.,"[""Có thể tắm, thay đồ ngủ, cho bú hoặc ăn phù hợp, đánh răng, đọc sách và đặt xuống ngủ."", ""Giảm chơi vận động mạnh ngay trước giờ ngủ."", ""Giữ thời điểm đi ngủ tương đối ổn định.""]",[],"[""trình tự đi ngủ"", ""chăm sóc trẻ 0-2 tuổi"", ""giấc ngủ""]","[""Tạo trình tự yên tĩnh trước giờ ngủ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Trình tự đi ngủ
KB0088,Giấc ngủ,Thức giấc ban đêm,6,24,Phản ứng bình tĩnh khi trẻ thức đêm,"Thức giấc ngắn là bình thường; trước hết kiểm tra đói, đau, bệnh, mọc răng hoặc tã bẩn.","[""Giữ phòng tối và nói nhỏ."", ""Dỗ ngắn gọn, sau đó giúp trẻ quay lại nơi ngủ."", ""Điều chỉnh kỳ vọng theo tuổi và tình trạng sức khỏe.""]","[""Tránh biến ban đêm thành thời gian chơi.""]","[""thức giấc ban đêm"", ""chăm sóc trẻ 0-2 tuổi"", ""giấc ngủ""]","[""Phản ứng bình tĩnh khi trẻ thức đêm như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Thức giấc ban đêm
KB0089,Vệ sinh,Tắm cho trẻ,0,24,Chuẩn bị mọi thứ trước khi tắm,Tắm là cơ hội tương tác nhưng cần chuẩn bị trước và luôn giữ trẻ trong tầm tay.,"[""Chuẩn bị khăn, quần áo, tã và dụng cụ trước khi bắt đầu."", ""Kiểm tra nhiệt độ nước bằng khuỷu tay hoặc nhiệt kế phù hợp."", ""Rửa nhẹ các nếp da và lau khô kỹ.""]","[""Không bao giờ để trẻ một mình trong bồn, kể cả vài giây.""]","[""tắm cho trẻ"", ""chăm sóc trẻ 0-2 tuổi"", ""vệ sinh""]","[""Chuẩn bị mọi thứ trước khi tắm như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Tắm cho trẻ
KB0090,Vệ sinh,Chăm sóc cuống rốn,0,1,Giữ cuống rốn sạch và khô,"Trước khi cuống rốn rụng, giữ khu vực sạch, khô và quan sát khi thay tã.","[""Gập mép tã xuống tránh cọ vào cuống rốn."", ""Rửa tay trước và sau khi chăm sóc."", ""Liên hệ nhân viên y tế khi có đỏ lan, mủ, mùi hôi hoặc trẻ sốt.""]",[],"[""chăm sóc cuống rốn"", ""chăm sóc trẻ 0-2 tuổi"", ""vệ sinh""]","[""Giữ cuống rốn sạch và khô như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Chăm sóc cuống rốn
KB0091,Vệ sinh,Thay tã,0,24,Thay tã trên bề mặt an toàn,"Chuẩn bị đồ dùng, rửa tay và luôn giữ một tay trên trẻ nếu ở bề mặt cao.","[""Lau từ trước ra sau."", ""Làm sạch và để da khô trước khi mặc tã mới."", ""Tã nên vừa khít nhưng không quá chặt."", ""Rửa tay sau khi thay.""]","[""Không để túi tã hoặc túi nhựa trong tầm với vì nguy cơ ngạt."", ""Không quay lưng khi trẻ nằm trên bàn hoặc giường.""]","[""thay tã"", ""chăm sóc trẻ 0-2 tuổi"", ""vệ sinh""]","[""Thay tã trên bề mặt an toàn như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Thay tã
KB0092,Da,Hăm tã,0,24,"Giữ vùng tã sạch, khô và thông thoáng","Hăm tã thường liên quan da tiếp xúc lâu với nước tiểu, phân, ma sát hoặc kích ứng.","[""Thay tã thường xuyên."", ""Rửa nhẹ bằng nước và khăn mềm, tránh chà xát."", ""Cho trẻ không mặc tã một thời gian để da khô."", ""Có thể dùng kem bảo vệ da phù hợp.""]","[""Không tự dùng kem có thuốc kéo dài khi chưa được tư vấn.""]","[""hăm tã"", ""chăm sóc trẻ 0-2 tuổi"", ""da""]","[""Giữ vùng tã sạch, khô và thông thoáng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Hăm tã
KB0093,Răng miệng,Đánh răng,6,24,Bắt đầu đánh từ chiếc răng đầu tiên,Tạo thói quen đánh răng hai lần mỗi ngày; lần trước khi ngủ đặc biệt quan trọng.,"[""Dùng bàn chải mềm nhỏ và lượng kem đánh răng chứa fluoride theo hướng dẫn địa phương."", ""Người lớn trực tiếp chải hoặc hỗ trợ."", ""Có thể hát hoặc cho trẻ cầm bàn chải sau khi người lớn chải xong.""]",[],"[""đánh răng"", ""chăm sóc trẻ 0-2 tuổi"", ""răng miệng""]","[""Bắt đầu đánh từ chiếc răng đầu tiên như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Đánh răng
KB0094,Răng miệng,Bảo vệ răng,6,24,Giảm tiếp xúc thường xuyên với đường,"Đồ ăn và đồ uống có đường làm tăng nguy cơ sâu răng, đặc biệt khi dùng kéo dài hoặc trước ngủ.","[""Ưu tiên nước và sữa phù hợp."", ""Cho đồ ngọt, nếu có, vào bữa chính thay vì nhâm nhi cả ngày."", ""Khám nha khoa theo lịch địa phương.""]","[""Không cho bình chứa đồ uống ngọt khi ngủ."", ""Không nhúng núm vú giả vào đường hoặc mật ong.""]","[""bảo vệ răng"", ""chăm sóc trẻ 0-2 tuổi"", ""răng miệng""]","[""Giảm tiếp xúc thường xuyên với đường như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Bảo vệ răng
KB0095,Phát triển,Tummy time,0,6,Cho nằm sấp khi thức và có giám sát,"Nằm sấp giúp phát triển cơ cổ, vai và thân, hỗ trợ các kỹ năng vận động sau này.","[""Bắt đầu từ thời gian rất ngắn nhiều lần mỗi ngày."", ""Nằm đối diện, nói chuyện hoặc đặt đồ chơi ngang tầm mắt."", ""Tăng dần khi trẻ chịu được.""]","[""Không cho nằm sấp để ngủ."", ""Không để trẻ một mình.""]","[""tummy time"", ""chăm sóc trẻ 0-2 tuổi"", ""phát triển""]","[""Cho nằm sấp khi thức và có giám sát như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Tummy time
KB0096,Phát triển,Giao tiếp sớm,0,24,"Phản hồi âm thanh, ánh mắt và cử chỉ của trẻ","Tương tác qua lại giúp trẻ phát triển ngôn ngữ, gắn kết và khả năng điều chỉnh cảm xúc.","[""Nhìn vào mặt trẻ, nói chậm và chờ trẻ đáp lại."", ""Bắt chước âm thanh rồi thêm từ."", ""Đọc sách và gọi tên hình ảnh."", ""Theo sự chú ý của trẻ và nói về điều trẻ đang nhìn.""]",[],"[""giao tiếp sớm"", ""chăm sóc trẻ 0-2 tuổi"", ""phát triển""]","[""Phản hồi âm thanh, ánh mắt và cử chỉ của trẻ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Giao tiếp sớm
KB0097,Chơi và học,Chơi trên sàn,0,24,Ưu tiên vận động tự do trên sàn an toàn,"Chơi trên sàn với đồ vật phù hợp tuổi tạo cơ hội tập lẫy, ngồi, bò, đứng và khám phá.","[""Dọn vật nhỏ, dây và đồ nguy hiểm."", ""Đặt đồ chơi trong hoặc hơi ngoài tầm với."", ""Thay đổi tư thế và hoạt động theo tín hiệu trẻ.""]","[""Tránh giữ trẻ quá lâu trong ghế, xe đẩy hoặc thiết bị hạn chế vận động.""]","[""chơi trên sàn"", ""chăm sóc trẻ 0-2 tuổi"", ""chơi và học""]","[""Ưu tiên vận động tự do trên sàn an toàn như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Chơi trên sàn
KB0098,Chơi và học,Đồ chơi phù hợp tuổi,0,24,"Chọn đồ chơi đơn giản, an toàn và mở","Trẻ nhỏ học tốt từ đồ vật có thể cầm, lắc, xếp, bỏ vào hộp, giả vờ và dùng theo nhiều cách.","[""Kiểm tra bộ phận nhỏ, cạnh sắc và độ bền."", ""Dùng đồ gia dụng an toàn như cốc nhựa, hộp và thìa gỗ."", ""Chơi cùng trẻ thay vì chỉ đưa đồ chơi.""]",[],"[""đồ chơi phù hợp tuổi"", ""chăm sóc trẻ 0-2 tuổi"", ""chơi và học""]","[""Chọn đồ chơi đơn giản, an toàn và mở như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Đồ chơi phù hợp tuổi
KB0099,Hành vi,Hướng dẫn tích cực,12,24,Nói điều trẻ có thể làm thay thế,"Trẻ nhỏ học quy tắc qua lặp lại, làm mẫu, chuyển hướng và lời khen hơn là giải thích dài.","[""Dùng câu ngắn và cụ thể."", ""Cất vật cấm khỏi tầm với."", ""Chuyển trẻ sang hoạt động an toàn."", ""Khen hành vi nhẹ nhàng và hợp tác.""]","[""Không đánh hoặc quát để dạy hành vi.""]","[""hướng dẫn tích cực"", ""chăm sóc trẻ 0-2 tuổi"", ""hành vi""]","[""Nói điều trẻ có thể làm thay thế như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Hướng dẫn tích cực
KB0100,Hành vi,Lo âu chia tách,6,24,Chào tạm biệt rõ ràng và nhất quán,Bám người chăm sóc và khóc khi chia tay thường xuất hiện trong giai đoạn phát triển bình thường.,"[""Tập chia tay ngắn với người quen."", ""Nói lời chào tạm biệt đơn giản, không lén rời đi."", ""Để lại đồ vật quen thuộc nếu an toàn."", ""Giữ lời hứa quay lại theo cách trẻ hiểu.""]",[],"[""lo âu chia tách"", ""chăm sóc trẻ 0-2 tuổi"", ""hành vi""]","[""Chào tạm biệt rõ ràng và nhất quán như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Lo âu chia tách
KB0101,Màn hình,Sử dụng màn hình,0,24,Ưu tiên tương tác trực tiếp,"Trẻ dưới 2 tuổi học chủ yếu qua vận động, chơi và giao tiếp với người thật.","[""Dùng gọi video có người lớn hỗ trợ nếu cần."", ""Tắt màn hình nền trong giờ chơi, ăn và trước ngủ."", ""Người chăm sóc cất điện thoại để đáp ứng tín hiệu của trẻ.""]",[],"[""sử dụng màn hình"", ""chăm sóc trẻ 0-2 tuổi"", ""màn hình""]","[""Ưu tiên tương tác trực tiếp như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Sử dụng màn hình
KB0102,An toàn,Phòng ngã,0,24,Dự đoán kỹ năng mới của trẻ,"Trẻ có thể lẫy, bò hoặc trèo bất ngờ; môi trường cần được điều chỉnh trước khi kỹ năng xuất hiện.","[""Luôn giữ một tay trên trẻ ở bề mặt cao."", ""Dùng cổng cầu thang đúng chuẩn."", ""Cố định đồ nội thất có nguy cơ đổ."", ""Dùng dây đai trên ghế ăn và xe đẩy.""]","[""Không đặt ghế trẻ trên bàn hoặc mặt cao.""]","[""phòng ngã"", ""chăm sóc trẻ 0-2 tuổi"", ""an toàn""]","[""Dự đoán kỹ năng mới của trẻ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Phòng ngã
KB0103,An toàn,Thuốc và hóa chất,0,24,Khóa thuốc và hóa chất ngoài tầm với,"Thuốc, chất tẩy rửa, pin cúc áo và hóa chất gia dụng cần được khóa kín và giữ trong bao bì gốc.","[""Kiểm tra sàn và túi xách của khách."", ""Đóng nắp ngay sau sử dụng."", ""Lưu số cấp cứu hoặc trung tâm chống độc phù hợp địa phương.""]","[""Không gọi thuốc là kẹo."", ""Không gây nôn khi nghi ngộ độc trừ khi được chuyên gia hướng dẫn.""]","[""thuốc và hóa chất"", ""chăm sóc trẻ 0-2 tuổi"", ""an toàn""]","[""Khóa thuốc và hóa chất ngoài tầm với như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Thuốc và hóa chất
KB0104,An toàn,Nhiệt và bỏng,6,24,Giữ trẻ xa nguồn nhiệt và đồ uống nóng,"Da trẻ bỏng nhanh hơn da người lớn; nhiều tai nạn xảy ra do đồ uống nóng, bếp và nước tắm.","[""Đặt tay cầm nồi quay vào trong."", ""Để cốc nóng xa mép bàn và không bế trẻ khi cầm đồ nóng."", ""Kiểm tra nhiệt độ nước tắm.""]",[],"[""nhiệt và bỏng"", ""chăm sóc trẻ 0-2 tuổi"", ""an toàn""]","[""Giữ trẻ xa nguồn nhiệt và đồ uống nóng như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Nhiệt và bỏng
KB0105,Bệnh thường gặp,Đo nhiệt độ,0,24,Dùng nhiệt kế phù hợp thay vì chỉ sờ,"Đo nhiệt độ giúp đánh giá khách quan hơn; kết quả cần được xem cùng tuổi, biểu hiện và tình trạng chung của trẻ.","[""Dùng nhiệt kế điện tử theo hướng dẫn."", ""Ghi lại nhiệt độ, thời gian và triệu chứng."", ""Tìm trợ giúp sớm hơn với trẻ rất nhỏ hoặc trẻ có vẻ bệnh nặng.""]",[],"[""đo nhiệt độ"", ""chăm sóc trẻ 0-2 tuổi"", ""bệnh thường gặp""]","[""Dùng nhiệt kế phù hợp thay vì chỉ sờ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Đo nhiệt độ
KB0106,Bệnh thường gặp,Cho thuốc,0,24,Đo thuốc bằng dụng cụ định liều,"Thuốc cho trẻ cần đúng hoạt chất, liều theo hướng dẫn và khoảng cách giữa các lần dùng.","[""Dùng xi lanh uống thuốc hoặc cốc định liều."", ""Kiểm tra nhãn để tránh dùng trùng hoạt chất."", ""Hỏi dược sĩ hoặc bác sĩ khi không chắc.""]","[""Không dùng thìa ăn trong nhà để đo liều."", ""Không tự cho thuốc người lớn hoặc thuốc còn thừa.""]","[""cho thuốc"", ""chăm sóc trẻ 0-2 tuổi"", ""bệnh thường gặp""]","[""Đo thuốc bằng dụng cụ định liều như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC03,Cho thuốc
